iter	RMSE
176	1.113809909
177	1.110669487
178	1.108262425
179	1.104907308
180	1.100263525
181	1.096341288
182	1.093309636
183	1.088816527
184	1.0862324
185	1.084459376
186	1.082140726
187	1.079388287
188	1.075135324
189	1.070362764
190	1.067352647
191	1.065398505
192	1.062162531
193	1.058549599
194	1.056959752
195	1.05414701
196	1.051428632
197	1.047953693
198	1.044568152
199	1.041333088
200	1.037976084
201	1.03278237
202	1.029305231
203	1.024528357
204	1.022686297
205	1.018742728
206	1.015635852
207	1.013986415
208	1.01223157
209	1.008549667
210	1.007884986
211	1.007042005
212	1.003251259
213	1.001676485
214	0.9995928853
215	0.9964965994
216	0.9938490425
217	0.9922498029
218	0.9894983243
219	0.9856233982
220	0.9829183713
221	0.9805096355
222	0.9756882336
223	0.9747174559
224	0.9711963484
225	0.9687424076
226	0.9673181779
227	0.9647261196
228	0.9624759817
229	0.9611974331
230	0.9576195261
231	0.955271486
232	0.952402846
233	0.9502242534
234	0.9495125213
235	0.9471281478
236	0.9441364872
237	0.9407086151
238	0.9374400475
239	0.9348343329
240	0.9333858026
241	0.9312639259
242	0.9293271638
243	0.9283802896
244	0.9263765718
245	0.9253702627
246	0.9240231914
247	0.9236176621
248	0.9226825954
249	0.9217486654
250	0.921339661
251	0.9206682795
252	0.917543203
253	0.9153915924
254	0.9138268682
255	0.9114343956
256	0.908183005
257	0.9052855176
258	0.9031373435
259	0.9015140382
260	0.9002221236
261	0.8976846416
262	0.8969054888
263	0.8949407869
264	0.8942883737
265	0.8937029609
266	0.8917420791
267	0.8897632206
268	0.8883897059
269	0.8864284421
270	0.8852395147
271	0.8847538576
272	0.8822671918
273	0.8791757551
274	0.8765655883
275	0.8731450019
276	0.8704582974
277	0.8675775998
278	0.8646927737
279	0.8611582826
280	0.8604260787
281	0.8569572088
282	0.8557872833
283	0.8546275214
284	0.8518013531
285	0.8486295116
286	0.8457971675
287	0.8449831232
288	0.8436836228
289	0.8420970398
290	0.8415079827
291	0.8389930581
292	0.836630327
293	0.8343968513
294	0.8323520212
295	0.8291135095
296	0.8285704708
297	0.8280241263
298	0.82709946
299	0.8257081095
300	0.8225079706
301	0.8197695447
302	0.8187677437
303	0.8179935872
304	0.816209328
305	0.8148244233
306	0.8129589803
307	0.8114817348
308	0.8075736045
309	0.8053077299
310	0.8036233365
311	0.8014406627
312	0.8006279325
313	0.7977717771
314	0.7965024434
315	0.7938432271
316	0.7917077312
317	0.7912169178
318	0.7898515894
319	0.7881793572
320	0.785812463
321	0.7831506054
322	0.7808592665
323	0.7799335173
324	0.7779785755
325	0.7770887252
326	0.7762482642
327	0.7759259982
328	0.7747050036
329	0.7727856653
330	0.7714944493
331	0.7704041589
332	0.7684001404
333	0.7666912772
334	0.7646314684
335	0.7627898315
336	0.7621622338
337	0.7603924217
338	0.7584879561
339	0.7564630576
340	0.7544828987
341	0.7535540759
342	0.7530731256
343	0.7527741047
344	0.7518742329
345	0.7507550929
346	0.749010331
347	0.7472355965
348	0.744780016
349	0.7442020898
350	0.7421966288
351	0.7416161442
352	0.7381381288
353	0.7362851587
354	0.7343822884
355	0.7331648893
356	0.7322748239
357	0.7301963184
358	0.7284472377
359	0.7280349357
360	0.7272097673
361	0.7255984694
362	0.7239502457
363	0.7229373415
364	0.7215497033
365	0.7200212223
366	0.718699509
367	0.7162286681
368	0.7147572168
369	0.7129977246
370	0.7115572637
371	0.7103632706
372	0.7082289859
373	0.7063784212
374	0.705000607
375	0.7033521736
376	0.7029721356
377	0.7017769458
378	0.7014975418
379	0.7001862082
380	0.6985967725
381	0.6973449106
382	0.69577954
383	0.6947236699
384	0.6942960983
385	0.6940293546
386	0.6914578941
387	0.6902035224
388	0.6888301426
389	0.6869159312
390	0.6856851233
391	0.684527728
392	0.682817488
393	0.6820282407
394	0.6805673093
395	0.6791657877
396	0.6786067711
397	0.6779405218
398	0.6765196231
399	0.6757899751
400	0.6752658009
401	0.6738037971
402	0.6724725635
403	0.6716337036
404	0.670311622
405	0.6699766515
406	0.6680716589
407	0.6673449592
408	0.6660766457
409	0.6640525277
410	0.6624692499
411	0.6619800787
412	0.6614366966
413	0.6595717317
414	0.6581015644
415	0.6553177597
416	0.6534727734
417	0.6524454224
418	0.6514851883
419	0.6503654879
420	0.6480995755
421	0.6446464261
422	0.642717638
423	0.6414464408
424	0.6397242304
425	0.6376653734
426	0.635359553
427	0.632978347
428	0.6316206618
429	0.630796782
430	0.629661606
431	0.6294326595
432	0.6280109275
433	0.6277222208
434	0.6270013665
435	0.6268106305
436	0.6263709267
437	0.6239840153
438	0.6221266926
439	0.6204496536
440	0.6196238627
441	0.6189063556
442	0.6181418279
443	0.6175344641
444	0.6164146466
445	0.6151601953
446	0.614246451
447	0.6128178019
448	0.6120608309
449	0.6113421352
450	0.6098341287
451	0.6077681214
452	0.606425736
453	0.6054345183
454	0.6036618528
455	0.6034622743
456	0.6021579319
457	0.6008297836
458	0.5994083807
459	0.5992143058
460	0.5989314878
461	0.5971784049
462	0.5953993921
463	0.5945690182
464	0.5937376923
465	0.5929219925
466	0.5921458867
467	0.5915942078
468	0.5911232834
469	0.5890045688
470	0.587739803
471	0.5868884676
472	0.5860660478
473	0.5843635023
474	0.5835807774
475	0.5829895899
476	0.5820488911
477	0.5805880787
478	0.5804136698
479	0.5790650261
480	0.5779891729
481	0.5763981115
482	0.576108861
483	0.5759070774
484	0.5753590809
485	0.5739411342
486	0.5731902449
487	0.571450746
488	0.5698414893
489	0.568689785
490	0.5684164752
491	0.5667005736
492	0.56596017
493	0.5650790821
494	0.5641331149
495	0.5631837639
496	0.5621806948
497	0.5618534536
498	0.5616036315
499	0.5614980962
500	0.5607859867
501	0.5602425006
502	0.5584588456
503	0.5576496155
504	0.5563864025
505	0.5560251554
506	0.5552735251
507	0.5545829969
508	0.5532409905
509	0.5522042254
510	0.5515938018
511	0.5505364432
512	0.549310206
513	0.548121314
514	0.5473324608
515	0.5461024878
516	0.5448735033
517	0.5443593078
518	0.5436542717
519	0.5430613308
520	0.5422013366
521	0.5412968629
522	0.5411966095
523	0.5402423415
524	0.5391832378
525	0.538486225
526	0.5377266965
527	0.5365916603
528	0.5353729709
529	0.5350973072
530	0.5340205727
531	0.5334508288
532	0.532073295
533	0.5315911454
534	0.5314130843
535	0.5302897029
536	0.5296354738
537	0.5294161672
538	0.5285376711
539	0.5271009526
540	0.5257599454
541	0.5250860733
542	0.524126763
543	0.5226578543
544	0.5214977752
545	0.52057075
546	0.5198557294
547	0.5186892792
548	0.5175304742
549	0.5168298922
550	0.515499387
551	0.5144314677
552	0.5132775509
553	0.512204214
554	0.5116589907
555	0.5108010145
556	0.5103422084
557	0.5094268853
558	0.5085695967
559	0.5084744355
560	0.507955074
561	0.507037046
562	0.5060243335
563	0.5055662976
564	0.5048654545
565	0.5046543406
566	0.5036812302
567	0.5034333898
568	0.502783402
569	0.5018113434
570	0.5013185071
571	0.5012369544
572	0.5004824984
573	0.4998544669
574	0.4996542447
575	0.4987301416
576	0.4979039778
577	0.4972566014
578	0.4967941542
579	0.4958845699
580	0.4952721371
581	0.4947543778
582	0.4936554188
583	0.4928983727
584	0.4923190658
585	0.4915080321
586	0.4906068544
587	0.4900526642
588	0.4893182089
589	0.488566666
590	0.4884056526
591	0.4873430844
592	0.4866785729
593	0.4861473255
594	0.4853741172
595	0.4837661557
596	0.4829072519
597	0.4820485965
598	0.4808049047
599	0.4798017537
600	0.4793028532
601	0.4785926696
602	0.4780729133
603	0.4772688122
604	0.4764484142
605	0.4762951162
606	0.4756260501
607	0.4751098118
608	0.4743336285
609	0.4738010543
610	0.473157549
611	0.4725214685
612	0.4717197786
613	0.4710477851
614	0.4695542744
615	0.4686387552
616	0.4677886093
617	0.4673123446
618	0.4663222572
619	0.4658309884
620	0.4651226927
621	0.4642287748
622	0.4633571993
623	0.4631453413
624	0.4625241387
625	0.4623471234
626	0.4622650818
627	0.4620908551
628	0.4614224516
629	0.4604967317
630	0.4604338086
631	0.4599193206
632	0.4592229416
633	0.4582725986
634	0.4580459483
635	0.4571261411
636	0.4565093156
637	0.4556067454
638	0.4544949859
639	0.4543990261
640	0.4538922386
641	0.4532495032
642	0.4530355917
643	0.452239104
644	0.4521877497
645	0.4515649619
646	0.4509077566
647	0.4504830799
648	0.4495025569
649	0.448880505
650	0.4481307393
651	0.4478529064
652	0.4477696437
653	0.4469315978
654	0.4466255341
655	0.4452527024
656	0.4446359066
657	0.4440749946
658	0.4438746682
659	0.4430551081
660	0.4424738932
661	0.4419756319
662	0.4411969059
663	0.4411558049
664	0.4408184161
665	0.4406881565
666	0.4403172827
667	0.4397690536
668	0.4390956664
669	0.438885936
670	0.438738871
671	0.4384008277
672	0.4376836693
673	0.4369734481
674	0.4358760457
675	0.4349652057
676	0.4346476016
677	0.4343405047
678	0.4337618377
679	0.4332217423
680	0.4325624302
681	0.4318812304
682	0.4310951035
683	0.4303666606
684	0.4297307097
685	0.4289119991
686	0.4281960801
687	0.4271435274
688	0.4267729654
689	0.4260706413
690	0.4253998433
691	0.4246232303
692	0.4241598164
693	0.4234618465
694	0.4229717831
695	0.4223005951
696	0.4217072951
697	0.4213635309
698	0.4213361161
699	0.4210676876
700	0.4206054013
701	0.4200219871
702	0.4195475363
703	0.4192624591
704	0.4185131822
705	0.4180246641
706	0.4172662928
707	0.4165413115
708	0.4163836014
709	0.4159489213
710	0.4153178657
711	0.4145542757
712	0.4141551495
713	0.4135220825
714	0.41342102
715	0.4125594565
716	0.4117413701
717	0.4110419665
718	0.4107934559
719	0.4101930811
720	0.409417627
721	0.4087716481
722	0.4083811748
723	0.4080841879
724	0.4072905608
725	0.4063978432
726	0.4056499412
727	0.4053089633
728	0.4045113948
729	0.4043790864
730	0.4035970235
731	0.4030074948
732	0.4022656072
733	0.4020128718
734	0.4014445608
735	0.4011418515
736	0.4006442743
737	0.4003447978
738	0.3999291362
739	0.3995885164
740	0.3992712575
741	0.3987093927
742	0.3979805254
743	0.3971270317
744	0.396273653
745	0.3956745117
746	0.3949262504
747	0.3948497241
748	0.39443171
749	0.3935205028
750	0.392922153
751	0.3921498069
752	0.3918422763
753	0.3911121849
754	0.3910422794
755	0.390719999
756	0.3902388133
757	0.3899591276
758	0.3895766451
759	0.3888371457
760	0.3885006432
761	0.3877756909
762	0.3873325127
763	0.3869071562
764	0.3860206842
765	0.3855115328
766	0.3848321275
767	0.3846999355
768	0.3839974249
769	0.38362658
770	0.3832065179
771	0.3823687864
772	0.3820339062
773	0.3816245026
774	0.3809659797
775	0.3805736567
776	0.3801047897
777	0.379776582
778	0.3793230661
779	0.3787748319
780	0.3786555595
781	0.3781068549
782	0.3775756153
783	0.3774822425
784	0.3771145826
785	0.3766897484
786	0.3760391403
787	0.3756999346
788	0.3750759629
789	0.374684528
790	0.3745920984
791	0.3740733679
792	0.3735338066
793	0.3731910448
794	0.372631047
795	0.3722477662
796	0.3716218816
797	0.3711659212
798	0.370786081
799	0.3700730546
800	0.3697599224
801	0.3696757635
802	0.3692354562
803	0.3690444469
804	0.3686518076
805	0.3681384311
806	0.3675247423
807	0.3670507846
808	0.3663850885
809	0.3663219309
810	0.365700169
811	0.3652629133
812	0.364742049
813	0.3642410539
814	0.3639129386
815	0.36385485
816	0.3635482589
817	0.3630322209
818	0.3623989921
819	0.3620539413
820	0.3616704061
821	0.3610820313
822	0.3610170135
823	0.3608264155
824	0.3604477882
825	0.360102011
826	0.3598870841
827	0.3594796862
828	0.3591553932
829	0.3585677481
830	0.3585133988
831	0.3577623469
832	0.3570494746
833	0.3565743611
834	0.3560187042
835	0.3556273326
836	0.3552899773
837	0.3547606855
838	0.3537664037
839	0.3531829361
840	0.3530511158
841	0.3526366761
842	0.352585304
843	0.3522137556
844	0.3516812017
845	0.3513347089
846	0.3508633837
847	0.3504676936
848	0.3497568416
849	0.3493134695
850	0.3489869745
851	0.3486260764
852	0.3482625478
853	0.3475704144
854	0.3470422202
855	0.3467492278
856	0.3463715658
857	0.346288191
858	0.3458464733
859	0.3458024367
860	0.3452306385
861	0.3448272496
862	0.3441616392
863	0.3440340662
864	0.3436869187
865	0.3431324096
866	0.3426542225
867	0.3422863702
868	0.341637087
869	0.3413205682
870	0.341028821
871	0.3407360193
872	0.3405112234
873	0.3399828313
874	0.3396107656
875	0.3388573283
876	0.3385673392
877	0.3382153517
878	0.3377815808
879	0.3369000135
880	0.3364842082
881	0.336194561
882	0.3357583665
883	0.3353690861
884	0.3350511067
885	0.3347440158
886	0.3342600892
887	0.3339494649
888	0.3334070461
889	0.3331532224
890	0.3329392885
891	0.3327899385
892	0.332365634
893	0.3318611019
894	0.3313063596
895	0.3308810333
896	0.3305709604
897	0.3298529888
898	0.3295298345
899	0.3293965461
900	0.3292451831
901	0.3287820808
902	0.3284742888
903	0.3284083989
904	0.3280633564
905	0.3276290658
906	0.3270786406
907	0.3265172179
908	0.3257550909
909	0.3253689246
910	0.3248505721
911	0.3245093412
912	0.3238014482
913	0.323485007
914	0.3229430687
915	0.3226594847
916	0.3225926378
917	0.3219930319
918	0.32156091
919	0.3209782365
920	0.3207000994
921	0.3202707457
922	0.3199352076
923	0.319628674
924	0.3193318957
925	0.3187383208
926	0.3183067179
927	0.3176934985
928	0.3174984671
929	0.317227788
930	0.3166383958
931	0.3161685314
932	0.3155832733
933	0.3152758167
934	0.314807902
935	0.3143314534
936	0.3140182796
937	0.3138200137
938	0.3135727976
939	0.3131893177
940	0.312815054
941	0.3125195488
942	0.3123653496
943	0.3121866364
944	0.3118092715
945	0.3114115781
946	0.3111663457
947	0.3108748128
948	0.3105208869
949	0.3103646934
950	0.3100121918
951	0.3094692109
952	0.3091345519
953	0.3088404107
954	0.3082395712
955	0.3077771646
956	0.3072271523
957	0.3068773185
958	0.306472572
959	0.3062809514
960	0.3059994333
961	0.3056664404
962	0.3053918545
963	0.3050119613
964	0.304783221
965	0.3042508206
966	0.3038895316
967	0.3036948586
968	0.303527693
969	0.3032521149
970	0.3028713862
971	0.3026080694
972	0.3020538614
973	0.3015220248
974	0.3013513688
975	0.3012212242
976	0.3009127974
977	0.3006573882
978	0.3004074893
979	0.3000933304
980	0.2995882556
981	0.2993344654
982	0.2992324054
983	0.2985713364
984	0.2982946017
985	0.2979490306
986	0.2977088282
987	0.2975234207
988	0.2974165946
989	0.2972088917
990	0.2970697954
991	0.2967591875
992	0.2965439353
993	0.2962583652
994	0.2958765685
995	0.2954928675
996	0.2953198098
997	0.2952051642
998	0.2946407594
999	0.2943438607
